code_commune;code_departement;nom_departement;nom_commune;code_prelevement;date_prelevement;conclusion_conformite_prelevement;conformite_limites_bact_prelevement;conformite_limites_pc_prelevement;conformite_references_bact_prelevement;conformite_references_pc_prelevement;qualite_generale
92032;92;Hauts-de-Seine;FONTENAY-AUX-ROSES;9200145079;2024-11-04 11:59:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92033;92;Hauts-de-Seine;GARCHES;9200145115;2024-11-06 11:26:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92035;92;Hauts-de-Seine;GARENNE-COLOMBES (LA);9200144894;2024-10-16 12:32:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92036;92;Hauts-de-Seine;GENNEVILLIERS;9200145152;2024-11-15 11:12:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92040;92;Hauts-de-Seine;ISSY-LES-MOULINEAUX;9200145117;2024-11-07 14:17:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92044;92;Hauts-de-Seine;LEVALLOIS-PERRET;9200145171;2024-11-08 11:46:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92046;92;Hauts-de-Seine;MALAKOFF;9200145178;2024-11-13 12:58:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92047;92;Hauts-de-Seine;MARNES-LA-COQUETTE;9200145186;2024-11-13 12:45:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
92048;92;Hauts-de-Seine;MEUDON;9200145109;2024-11-05 12:07:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92049;92;Hauts-de-Seine;MONTROUGE;9200145196;2024-11-14 10:06:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92050;92;Hauts-de-Seine;NANTERRE;9200145147;2024-11-14 11:43:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92051;92;Hauts-de-Seine;NEUILLY-SUR-SEINE;9200145696;2024-11-20 11:57:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92060;92;Hauts-de-Seine;PLESSIS-ROBINSON (LE);9200145081;2024-11-04 12:38:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92062;92;Hauts-de-Seine;PUTEAUX;9200145105;2024-11-05 11:24:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92063;92;Hauts-de-Seine;RUEIL-MALMAISON;9200145088;2024-11-04 15:49:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92064;92;Hauts-de-Seine;SAINT-CLOUD;9200145114;2024-11-06 09:15:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92071;92;Hauts-de-Seine;SCEAUX;9200145082;2024-11-04 11:07:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92072;92;Hauts-de-Seine;SEVRES;9200145112;2024-11-05 13:29:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92073;92;Hauts-de-Seine;SURESNES;9200145153;2024-11-15 09:01:00+00:00;Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité.;Sans objet;Conforme;Sans objet;Non conforme;Conforme aux limites et non conforme aux références 
92075;92;Hauts-de-Seine;VANVES;9200145181;2024-11-13 13:31:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92076;92;Hauts-de-Seine;VAUCRESSON;9200145050;2024-10-28 12:34:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92077;92;Hauts-de-Seine;VILLE-D'AVRAY;9200145113;2024-11-05 14:57:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
92078;92;Hauts-de-Seine;VILLENEUVE-LA-GARENNE;9200145087;2024-11-04 09:49:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
93050;92;Hauts-de-Seine;NEUILLY-SUR-MARNE;9200145278;2024-06-28 08:00:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
94022;92;Hauts-de-Seine;CHOISY-LE-ROI;9200144673;2024-09-26 12:43:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95394;92;Hauts-de-Seine;MERY-SUR-OISE;9200145513;2024-10-21 12:56:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
