code_commune;code_departement;nom_departement;nom_commune;code_prelevement;date_prelevement;conclusion_conformite_prelevement;conformite_limites_bact_prelevement;conformite_limites_pc_prelevement;conformite_references_bact_prelevement;conformite_references_pc_prelevement;qualite_generale
95024;95;Val-d'Oise;ARTHIES;9500178809;2024-04-22 08:45:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95026;95;Val-d'Oise;ASNIERES-SUR-OISE;9500181991;2024-11-07 11:33:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95028;95;Val-d'Oise;ATTAINVILLE;9500181389;2024-09-06 13:32:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95039;95;Val-d'Oise;AUVERS-SUR-OISE;9500182021;2024-11-08 11:45:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95040;95;Val-d'Oise;AVERNES;9500180806;2024-09-05 08:30:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95042;95;Val-d'Oise;BAILLET-EN-FRANCE;9500181997;2024-11-08 10:28:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95046;95;Val-d'Oise;BANTHELU;9500179159;2024-05-17 09:35:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour le paramètre mesuré.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95051;95;Val-d'Oise;BEAUCHAMP;9500182198;2024-11-19 09:15:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95052;95;Val-d'Oise;BEAUMONT-SUR-OISE;9500182330;2024-11-27 09:05:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95054;95;Val-d'Oise;BELLAY-EN-VEXIN (LE);9500179744;2024-06-24 09:20:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95055;95;Val-d'Oise;BELLEFONTAINE;9500181974;2024-11-06 10:02:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95056;95;Val-d'Oise;BELLOY-EN-FRANCE;9500179972;2024-07-01 08:02:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95058;95;Val-d'Oise;BERNES-SUR-OISE;9500182063;2024-11-12 09:31:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95059;95;Val-d'Oise;BERVILLE;9500182048;2024-11-04 12:10:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95060;95;Val-d'Oise;BESSANCOURT;9500182329;2024-11-27 10:30:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95061;95;Val-d'Oise;BETHEMONT-LA-FORET;9500182101;2024-11-13 09:55:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95063;95;Val-d'Oise;BEZONS;9500182316;2024-11-28 12:05:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95074;95;Val-d'Oise;BOISEMONT;9500181602;2024-10-04 09:00:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95078;95;Val-d'Oise;BOISSY-L'AILLERIE;9500181786;2024-10-24 11:42:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95088;95;Val-d'Oise;BONNEUIL-EN-FRANCE;9500181792;2024-10-25 08:46:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95091;95;Val-d'Oise;BOUFFEMONT;9500181763;2024-10-22 09:42:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95094;95;Val-d'Oise;BOUQUEVAL;9500179105;2024-05-14 08:13:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95101;95;Val-d'Oise;BRAY-ET-LU;9500180154;2024-07-02 08:40:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95102;95;Val-d'Oise;BREANCON;9500182120;2024-11-15 08:35:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95110;95;Val-d'Oise;BRIGNANCOURT;9500180949;2024-09-11 09:35:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95116;95;Val-d'Oise;BRUYERES-SUR-OISE;9500182064;2024-11-12 10:03:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95119;95;Val-d'Oise;BUHY;9500182299;2024-11-25 09:20:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95120;95;Val-d'Oise;BUTRY-SUR-OISE;9500181880;2024-10-30 12:15:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95127;95;Val-d'Oise;CERGY;9500182344;2024-11-29 10:43:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95134;95;Val-d'Oise;CHAMPAGNE-SUR-OISE;9500181663;2024-10-15 11:42:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95139;95;Val-d'Oise;CHAPELLE-EN-VEXIN (LA);9500177351;2024-01-16 11:15:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95141;95;Val-d'Oise;CHARMONT;9500180544;2024-08-09 08:55:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. A noter, toutefois, une absence de désinfectant.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95142;95;Val-d'Oise;CHARS;9500182336;2024-11-28 08:20:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95144;95;Val-d'Oise;CHATENAY-EN-FRANCE;9500180867;2024-09-05 13:08:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95149;95;Val-d'Oise;CHAUMONTEL;9500182322;2024-11-29 10:25:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95150;95;Val-d'Oise;CHAUSSY;9500182145;2024-11-18 08:25:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour le paramètre mesuré.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95151;95;Val-d'Oise;CHAUVRY;9500181996;2024-11-08 11:02:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95154;95;Val-d'Oise;CHENNEVIERES-LES-LOUVRES;9500182121;2024-11-14 13:07:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95157;95;Val-d'Oise;CHERENCE;9500180475;2024-08-06 09:00:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95166;95;Val-d'Oise;CLERY-EN-VEXIN;9500177413;2024-01-22 08:15:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95169;95;Val-d'Oise;COMMENY;9500176943;2023-12-08 11:10:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95170;95;Val-d'Oise;CONDECOURT;9500178587;2024-04-02 09:35:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95176;95;Val-d'Oise;CORMEILLES-EN-PARISIS;9500182190;2024-11-18 12:45:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95177;95;Val-d'Oise;CORMEILLES-EN-VEXIN;9500180746;2024-08-29 10:50:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95181;95;Val-d'Oise;COURCELLES-SUR-VIOSNE;9500181297;2024-09-12 10:06:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95183;95;Val-d'Oise;COURDIMANCHE;9500182303;2024-11-26 11:35:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95197;95;Val-d'Oise;DEUIL-LA-BARRE;9500182296;2024-11-25 10:08:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95199;95;Val-d'Oise;DOMONT;9500182024;2024-11-08 09:59:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95203;95;Val-d'Oise;EAUBONNE;9500182311;2024-11-26 11:09:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95205;95;Val-d'Oise;ECOUEN;9500182346;2024-11-29 11:02:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95210;95;Val-d'Oise;ENGHIEN-LES-BAINS;9500182339;2024-11-28 10:06:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95211;95;Val-d'Oise;ENNERY;9500181546;2024-10-08 11:30:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95212;95;Val-d'Oise;EPIAIS-LES-LOUVRES;9500180409;2024-07-31 11:04:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95213;95;Val-d'Oise;EPIAIS-RHUS;9500181855;2024-10-21 09:15:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95214;95;Val-d'Oise;EPINAY-CHAMPLATREUX;9500180486;2024-08-02 11:21:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95218;95;Val-d'Oise;ERAGNY;9500181762;2024-10-22 10:40:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95219;95;Val-d'Oise;ERMONT;9500182338;2024-11-28 09:32:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95229;95;Val-d'Oise;EZANVILLE;9500182335;2024-11-27 13:00:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95241;95;Val-d'Oise;FONTENAY-EN-PARISIS;9500181977;2024-11-06 11:53:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95250;95;Val-d'Oise;FOSSES;9500181785;2024-10-23 11:23:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95252;95;Val-d'Oise;FRANCONVILLE;9500182309;2024-11-26 11:37:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95253;95;Val-d'Oise;FREMAINVILLE;9500181457;2024-09-24 08:45:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95254;95;Val-d'Oise;FREMECOURT;9500181682;2024-10-18 09:50:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95256;95;Val-d'Oise;FREPILLON;9500181988;2024-11-07 13:10:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95257;95;Val-d'Oise;FRETTE-SUR-SEINE (LA);9500182106;2024-11-14 10:50:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95258;95;Val-d'Oise;FROUVILLE;9500181666;2024-10-15 13:31:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95268;95;Val-d'Oise;GARGES-LES-GONESSE;9500182347;2024-11-29 10:39:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95270;95;Val-d'Oise;GENAINVILLE;9500179976;2024-06-28 08:50:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95271;95;Val-d'Oise;GENICOURT;9500180958;2024-09-10 08:40:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour le paramètre mesuré.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95277;95;Val-d'Oise;GONESSE;9500182313;2024-11-26 11:27:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95280;95;Val-d'Oise;GOUSSAINVILLE;9500182314;2024-11-26 10:58:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95282;95;Val-d'Oise;GOUZANGREZ;9500171506;2022-10-20 11:45:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95287;95;Val-d'Oise;GRISY-LES-PLATRES;9500180088;2024-06-27 09:40:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour le paramètre mesuré.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95288;95;Val-d'Oise;GROSLAY;9500182295;2024-11-25 08:03:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95295;95;Val-d'Oise;GUIRY-EN-VEXIN;9500181361;2024-09-26 09:10:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95298;95;Val-d'Oise;HARAVILLIERS;9500180950;2024-09-11 10:15:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95301;95;Val-d'Oise;HAUTE-ISLE;9500180540;2024-08-08 09:05:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95303;95;Val-d'Oise;HEAULME (LE);9500117645;2017-06-30 09:05:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95304;95;Val-d'Oise;HEDOUVILLE;9500181353;2024-09-27 11:01:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95306;95;Val-d'Oise;HERBLAY;9500182328;2024-11-27 09:45:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95308;95;Val-d'Oise;HEROUVILLE-EN-VEXIN;9500181438;2024-10-04 10:25:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95309;95;Val-d'Oise;HODENT;9500179217;2024-05-23 08:40:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95313;95;Val-d'Oise;ISLE-ADAM (L');9500182320;2024-11-29 09:20:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95316;95;Val-d'Oise;JAGNY-SOUS-BOIS;9500177859;2024-02-15 10:36:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. A noter, toutefois, une absence de désinfectant.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95323;95;Val-d'Oise;JOUY-LE-MOUTIER;9500182343;2024-11-29 12:49:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95328;95;Val-d'Oise;LABBEVILLE;9500180215;2024-07-18 10:17:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. A noter, toutefois, une absence de désinfectant.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95331;95;Val-d'Oise;LASSY;9500178326;2024-03-05 13:42:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95341;95;Val-d'Oise;LIVILLIERS;9500181606;2024-09-27 08:00:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95348;95;Val-d'Oise;LONGUESSE;9500179975;2024-06-28 09:25:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Sans objet;Conforme;Sans objet;Conforme;Conforme aux limites et aux références
95351;95;Val-d'Oise;LOUVRES;9500181986;2024-11-07 10:49:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95352;95;Val-d'Oise;LUZARCHES;9500182323;2024-11-29 10:50:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95353;95;Val-d'Oise;MAFFLIERS;9500181357;2024-09-27 11:43:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
95355;95;Val-d'Oise;MAGNY-EN-VEXIN;9500181487;2024-10-03 10:35:00+00:00;Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.;Conforme;Conforme;Conforme;Conforme;Conforme aux limites et aux références
